Date ;Reg time ;Region id ;Region ;Municipal ;Nick ;Competence ;EAWS problem ;Cause/ weaklayer ;Type ;Catch 1 ;Catch 2 ;Catch 3 ;Catch 4 ;Size ;Trigger
2016-01-11 ;2016-01-11 20:17 ;124 ;Voss ;AURLAND ;steinar.voss@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-01-11 ;2016-01-11 20:17 ;124 ;Voss ;AURLAND ;steinar.voss@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-01-12 ;2016-01-12 08:29 ;113 ;Harstad ;LAVANGEN ;Ukjent observatør ;Unknown ; ;Buried weak layer of faceted snow above a crust ; ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;Unknown ;
2016-01-12 ;2016-01-12 10:59 ;121 ;Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-01-12 ;2016-01-12 15:08 ;128 ;Rauland ;VINJE ;Bård Henning ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-12 ;2016-01-12 12:21 ;115 ;Vesterålen ;KVÆFJORD ;Steinar@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;1 - Harmless (sluff) ;Low additional load
2016-01-12 ;2016-01-12 12:46 ;113 ;Harstad ; ;Espen@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-12 ;2016-01-12 12:52 ;109 ;Balsfjord ;BALSFJORD ;ToreV@met ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-12 ;2016-01-12 12:58 ;125 ;Hallingskarvet ;HOL ;steinar@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-01-12 ;2016-01-12 13:43 ;121 ;Fjordane ;GLOPPEN ;LarsO@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-12 ;2016-01-12 14:16 ;0 ; ;TOKKE ;jone@SVV ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-12 ;2016-01-12 22:39 ;108 ;Tromsø ;TROMSØ ;Marianne ;*** ; ;Buried weak layer of faceted snow near surface ; ; ; ; ;The collapsing weak layer is thin < 3 cm. ; ;
2016-01-12 ;2016-01-12 22:39 ;108 ;Tromsø ;TROMSØ ;Marianne ;*** ; ;Buried weak layer of faceted snow near surface ; ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;High additional load
2016-01-13 ;2016-01-13 11:01 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 22:41 ;116 ;Lofoten ;VÅGAN ;Helen@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;Unknown ;High additional load
2016-01-13 ;2016-01-13 22:57 ;116 ;Lofoten ;VÅGAN ;Helen@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ; ;Low additional load
2016-01-13 ;2016-01-13 12:15 ;121 ;Fjordane ;BALESTRAND ;Ingrid SVV ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ; ; ;1 - Harmless (sluff) ;Low additional load
2016-01-13 ;2016-01-13 12:26 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-13 ;2016-01-13 12:26 ;107 ;Kåfjord ;KÅFJORD ;jan arild@NVE ;**** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;High additional load
2016-01-13 ;2016-01-13 12:37 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 12:37 ;122 ;Sogn ;LUSTER ;martin@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 12:54 ;118 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-13 ;2016-01-13 13:17 ;106 ;Alta ;ALTA ;Bjørnulf@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 13:17 ;106 ;Alta ;ALTA ;Bjørnulf@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 13:33 ;131 ;Svartisen ;MELØY ;AnneMariaLeune@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-01-13 ;2016-01-13 18:50 ;117 ;Trollheimen ;Oppdal ;torolav@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;High additional load
2016-01-13 ;2016-01-13 19:24 ;0 ; ;FAUSKE ;SindreH@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 12:00 ;120 ;Nordfjord ;STRYN ;Ukjent observatør ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-01-14 ;2016-01-14 11:50 ;108 ;Tromsø ;TROMSØ ;Snømann ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 12:14 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;Low additional load
2016-01-14 ;2016-01-14 12:14 ;126 ;Hemsedalfjella ;HEMSEDAL ;Jørgen@obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-01-14 ;2016-01-14 12:46 ;123 ;Jotunheimen ;VANG ;Leif@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 13:05 ;108 ;Tromsø ;TROMSØ ;martin@svv_gammel_profil ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-14 ;2016-01-14 13:39 ;124 ;Voss ;VOSS ;Njål@SVV ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;High additional load
2016-01-14 ;2016-01-14 13:39 ;124 ;Voss ;VOSS ;Njål@SVV ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ; ;
2016-01-14 ;2016-01-14 14:02 ;112 ;Bardu ;BARDU ;Vegard@forsvaret ;*** ; ;Buried weak layer of surface hoar ; ; ; ; ; ; ;
2016-01-14 ;2016-01-14 15:37 ;110 ;Senja ;LENVIK ;Jonas.hansen@live.no ;* ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-14 ;2016-01-14 20:27 ;119 ;Sunnmøre ;ØRSTA ;Stig Løland@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 16:09 ;112 ;Bardu ;BARDU ;mortenh@obskorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-14 ;2016-01-14 16:17 ;128 ;Rauland ;VINJE ;Siggen@obskorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ;The overlying slab is soft. ; ;1 - Harmless (sluff) ;Low additional load
2016-01-14 ;2016-01-14 16:17 ;128 ;Rauland ;VINJE ;Siggen@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 16:23 ;113 ;Harstad ; ;gisTF ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;Low additional load
2016-01-14 ;2016-01-14 16:30 ;127 ;Røldal ;ODDA ;Nils@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-14 ;2016-01-14 17:33 ;113 ;Harstad ;LAVANGEN ;Marius@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-14 ;2016-01-14 17:33 ;113 ;Harstad ;LAVANGEN ;Marius@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2016-01-14 ;2016-01-14 20:53 ;108 ;Tromsø ;TROMSØ ;Hans-Jørgen@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-01-15 ;2016-01-15 09:41 ;108 ;Tromsø ;TROMSØ ;Ida@met ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2016-01-15 ;2016-01-15 11:20 ;118 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ; ;Buried weak layer of faceted snow near surface ; ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 12:45 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-15 ;2016-01-15 12:19 ;107 ;Kåfjord ;NORDREISA ;jan arild@NVE ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 12:27 ;115 ;Vesterålen ;SORTLAND ;Steinar@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;1 - Harmless (sluff) ;Low additional load
2016-01-15 ;2016-01-15 13:50 ;122 ;Sogn ;SOGNDAL ;martin@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-15 ;2016-01-15 13:50 ;122 ;Sogn ;SOGNDAL ;martin@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 14:06 ;114 ;Narvik ;NARVIK ;Kaj@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2016-01-15 ;2016-01-15 14:24 ;116 ;Lofoten ;VÅGAN ;Helen@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 14:24 ;116 ;Lofoten ;VÅGAN ;Helen@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2016-01-15 ;2016-01-15 14:24 ;117 ;Trollheimen ;SURNADAL ;Gunne@SVV ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;1 - Harmless (sluff) ;Low additional load
2016-01-15 ;2016-01-15 14:53 ;124 ;Voss ;VOSS ;sigrid@myrkdalen.no ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 15:18 ;125 ;Hallingskarvet ;HOL ;Markus@NVE ;***** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2016-01-15 ;2016-01-15 15:42 ;108 ;Tromsø ;TROMSØ ;madspaatopp@senjaobs ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ; ;Low additional load
2016-01-15 ;2016-01-15 18:46 ;128 ;Rauland ;VINJE ;Siggen@obskorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2016-01-15 ;2016-01-15 18:46 ;128 ;Rauland ;VINJE ;Siggen@obskorps ;*** ;New snow ;Loose snow ;Loose dry avalanche ; ; ; ; ;1 - Harmless (sluff) ;Low additional load
2016-01-16 ;2016-01-18 08:48 ;113 ;Harstad ; ;gisTF ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;Low additional load
2016-01-16 ;2016-01-18 08:48 ;113 ;Harstad ; ;gisTF ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;Low additional load
2016-01-16 ;2016-01-16 08:27 ;110 ;Senja ;TORSKEN ;Jonas.hansen@live.no ;* ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2016-01-16 ;2016-01-16 09:53 ;122 ;Sogn ;LUSTER ;Line ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ; ; ; ;
2016-01-16 ;2016-01-16 10:24 ;120 ;Nordfjord ;STRYN ;JanR@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-01-16 ;2016-01-16 18:04 ;108 ;Tromsø ;TROMSØ ;Thorleif svendsen ;Unknown ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;Low additional load
2016-01-16 ;2016-01-17 20:55 ;131 ;Svartisen ;BEIARN ;Johan@svv ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ; ;Low additional load
2016-01-16 ;2016-01-17 20:55 ;131 ;Svartisen ;BEIARN ;Johan@svv ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ; ;Low additional load
2016-01-16 ;2016-01-16 18:43 ;128 ;Rauland ;VINJE ;svein loftsgarden ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2016-01-16 ;2016-01-16 13:29 ;131 ;Svartisen ;RANA ;Gøran@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;1 - Harmless (sluff) ;Low additional load
2016-01-16 ;2016-01-16 13:29 ;131 ;Svartisen ;RANA ;Gøran@ObsKorps ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;1 - Harmless (sluff) ;High additional load
2016-01-16 ;2016-01-16 13:29 ;126 ;Hemsedalfjella ;HEMSEDAL ;Ukjent observatør ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ; ; ; ; ;The collapsing weak layer is thin < 3 cm. ; ;
