Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2015-03-09 ;117 ;Trollheimen ;torehum@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-09 ;118 ;Romsdal ;torehum@svv ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-09 ;119 ;Sunnmøre ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow.
2015-03-09 ;121 ;Fjordane ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow.
2015-03-09 ;122 ;Sogn ;torehum@svv ;3 ;3 Considerable  ;Complex situation with heavy snowfall at high altitudes, wet snow in the lowlands and occurrence of weak layers of buried surface hoar in the snow pack. Use experience and knowledge in backcountry activities!
2015-03-09 ;123 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Use caution on specific terrain features with storm slabs. Buried surface hoar is present in the snowpack, but not a great consern yet due to old stabil overlaying snow.
2015-03-09 ;124 ;Voss ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow.
2015-03-09 ;127 ;Røldal ;Espen Granan ;3 ;3 Considerable  ;Challenging conditions due two different avalanche problems. Wet snow in lower elevations and risk of avalanche releasing in full depth. Conservativ terrain choice is essential on freshly loaded storm slabs in the alpine.
2015-03-09 ;128 ;Rauland ;Espen Granan ;2 ;2 Moderate  ;Generally stabile conditions. Be careful in steep areas with wind-deposited snow. A persistent weak layer is still present deep in the snowpack, but has not proven active.
2015-03-09 ;129 ;Tamokdalen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs at higher elevations. Also, a persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2015-03-09 ;131 ;Svartisen ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh storm slabs. A weak layer of buried surface hoar may be present under the storm slabs. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer. At lower elevations the snow pack is wet.
2015-03-09 ;132 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in steep areas with wind-deposited snow. A persistent weak layer is still lingering deep in the snowpack, but has not proven active.
2015-03-10 ;106 ;Alta ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;107 ;Kåfjord ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar and trigger larger avalanches.
2015-03-10 ;108 ;Tromsø ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;109 ;Balsfjord ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar and trigger larger avalanches.
2015-03-10 ;110 ;Senja ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Wind slabs may cover crust, a weak layer of surface hoar or facets. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;111 ;Lyngsalpan ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar and trigger larger avalanches.
2015-03-10 ;112 ;Bardu ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. A weak layer of facets or surface hoar may be covered by wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;114 ;Narvik ;mosu@NVE ;3 ;3 Considerable  ;Avoid areas with fresh wind slabs. A weak layer of facets is buried, and may be triggered by large additional load. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;115 ;Vesterålen ;mosu@NVE ;2 ;2 Moderate  ;Avoid areas with fresh wind slabs. Wind slabs may cover a crust layer. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;116 ;Lofoten ;mosu@NVE ;2 ;2 Moderate  ;Avoid areas with fresh wind slabs. Slab avalanches are more easily triggered where the wind deposited slabs are thin or soft.
2015-03-10 ;117 ;Trollheimen ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-10 ;118 ;Romsdal ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-10 ;119 ;Sunnmøre ;knutinge@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here.
2015-03-10 ;121 ;Fjordane ;torehum@svv ;3 ;3 Considerable  ;Challenging conditions due heavy snowfall and wind. Considerable snow accumulation, especially in leeward slopes facing east. Naturally released avalanches may occur. Wet snow below treeline.
2015-03-10 ;122 ;Sogn ;knutinge@svv ;3 ;3 Considerable  ;Complex situation with heavy snowfall at high altitudes, wet snow in the lowlands and occurrence of weak layers of buried surface hoar in the snow pack. Use experience and knowledge in backcountry activities!
2015-03-10 ;123 ;Jotunheimen ;siri@met ;3 ;3 Considerable  ;Avoid (lee) areas where a persistent weak layer can be hidden in the snow pack. Avalanches is triggered most easily where the snow pack is thin, typically close to ridges and on convex formations.
2015-03-10 ;124 ;Voss ;torehum@svv ;3 ;3 Considerable  ;Challenging conditions due heavy snowfall and wind. Considerable snow accumulation, especially in leeward slopes facing east. Naturally released avalanches may occur. Wet snow below treeline.
2015-03-10 ;127 ;Røldal ;torehum@svv ;3 ;3 Considerable  ;Challenging conditions due heavy snowfall and wind. Considerable snow accumulation, especially in leeward slopes facing east. Naturally released avalanches may occur. Wet snow below treeline.
2015-03-10 ;128 ;Rauland ;siri@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2015-03-10 ;129 ;Tamokdalen ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. A weak layer of facets or surface hoar may be covered by wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-10 ;131 ;Svartisen ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. A weak layer of buried surface hoar may be present under the wind slabs. A weak layer of facets is still present in the snowpack, but is capped by a strong crust layer.
2015-03-10 ;132 ;Hallingdal ;siri@met ;3 ;3 Considerable  ;Avoid (lee) areas where a persistent weak layer can be hidden in the snow pack. Avalanches is triggered most easily where the snow pack is thin, typically close to ridges and on convex formations.
2015-03-11 ;106 ;Alta ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-11 ;107 ;Kåfjord ;Odd-Arne@NVE ;2 ;2 Moderate  ;Local unstable conditions. Be careful in areas with fresh windslabs. Small avalanches might step-down to the facets and trigger larger avalanches.
2015-03-11 ;108 ;Tromsø ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-11 ;109 ;Balsfjord ;Karsten@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in the freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar and trigger larger avalanches.
2015-03-11 ;110 ;Senja ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar layers and trigger larger avalanches.
2015-03-11 ;111 ;Lyngsalpan ;Odd-Arne@NVE ;2 ;2 Moderate  ;Local unstable conditions. Be careful in areas with fresh windslabs. Small avalanches might step-down to the facets and trigger larger avalanches.
2015-03-11 ;112 ;Bardu ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. A weak layer of facets or surface hoar may be covered by wind slabs. Conditions will vary due to snow showers of varying intensity.
2015-03-11 ;114 ;Narvik ;mosu@NVE ;2 ;2 Moderate  ;Avoid areas with fresh wind slabs.
2015-03-11 ;115 ;Vesterålen ;mosu@NVE ;2 ;2 Moderate  ;Avoid areas with fresh wind slabs. Higher elevations are most exposed.
2015-03-11 ;116 ;Lofoten ;mosu@NVE ;2 ;2 Moderate  ;Avoid areas with fresh wind slabs. Slab avalanches are more easily triggered where the wind deposited slabs are thin or soft.
2015-03-11 ;117 ;Trollheimen ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Decreasing avalanche hazard during the day.
2015-03-11 ;118 ;Romsdal ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft. A slab avalanche is easier to trigger here. Decreasing avalanche hazard during the day.
2015-03-11 ;119 ;Sunnmøre ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Decreasing avalanche hazard during the day.
2015-03-11 ;121 ;Fjordane ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow. Decreasing avalanche hazard during the day.
2015-03-11 ;122 ;Sogn ;torehum@svv ;3 ;3 Considerable  ;Complex situation with heavy snowfall at high altitudes, wet snow in the lowlands and occurrence of weak layers of buried surface hoar in the snow pack. Use experience and knowledge in backcountry activities!
2015-03-11 ;123 ;Jotunheimen ;siri@met ;2 ;2 Moderate  ;Heightend avalanche conditions. Be aware that there can be pockets with persistent weak layer beneath wind deposited snow. Be careful in these areas, especially in and close to terrain traps.
2015-03-11 ;124 ;Voss ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow. Decreasing avalanche hazard during the day.
2015-03-11 ;127 ;Røldal ;torehum@svv ;3 ;3 Considerable  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies. Especially where the wind deposited slabs are thin or soft, a slab avalanche is easier to trigger here. Glide cracks may be a sign of unstable wet snow. Decreasing avalanche hazard during the day.
2015-03-11 ;128 ;Rauland ;siri@met ;2 ;2 Moderate  ;Be careful in lee areas with wind deposited snow, typically behind ridges, ribs and in gullies.
2015-03-11 ;129 ;Tamokdalen ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar layers and trigger larger avalanches.
2015-03-11 ;131 ;Svartisen ;mosu@NVE ;3 ;3 Considerable  ;Dangerous avalanche conditions. Human-triggered avalanches are possible in freshly deposited wind slabs. Conditions will vary due to snow showers of varying intensity. Small avalanches might step-down to the facets or surface hoar layers and trigger larger avalanches.
2015-03-11 ;132 ;Hallingdal ;siri@met ;2 ;2 Moderate  ;Heightend avalanche conditions. Be aware that there can be pockets with persistent weak layer beneath wind deposited snow. Be careful in these areas, especially in and close to terrain traps.
